orthogroup,gene,product,avg_bp_length
OG0000934,mrpE; mnhE1,Na+/H+ antiporter subunit E; Na(+)/H(+) antiporter subunit E; Na(+)/H(+) antiporter subunit E1; hypothetical protein,484.5652173913044
OG0000935,mrpD,monovalent cation/H+ antiporter subunit D; Na(+)/H(+) antiporter subunit D,1622.7391304347825
OG0000936,mnhC1,Na+/H+ antiporter subunit C; Na(+)/H(+) antiporter subunit C1,342
OG0000937,mrpA,monovalent cation/H+ antiporter subunit A; Na(+)/H(+) antiporter subunit A,2922.1304347826085
OG0000938,nspC,carboxynorspermidine decarboxylase; Carboxynorspermidine/carboxyspermidine decarboxylase,1098.0652173913043
OG0000939,lpdA; lpd3,dihydrolipoyl dehydrogenase; Dihydrolipoyl dehydrogenase; Dihydrolipoyl dehydrogenase 3,1407
OG0000940,odhB; sucB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase; Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,1214.2826086956522
OG0000941,sucA,2-oxoglutarate dehydrogenase E1 component,3000.391304347826
OG0000942,sucD,succinate--CoA ligase subunit alpha; Succinate--CoA ligase [ADP-forming] subunit alpha,903
OG0000943,sucC,ADP-forming succinate--CoA ligase subunit beta; Succinate--CoA ligase [ADP-forming] subunit beta,1197
OG0000944,mdh,malate dehydrogenase; Malate dehydrogenase,963.0652173913044
OG0000945,zapE,cell division protein ZapE; Cell division protein ZapE,1187.1521739130435
OG0000946,,protease inhibitor Inh/omp19 family protein; AprI/Inh family metalloprotease inhibitor; hypothetical protein,557.4130434782609
OG0000947,dapF,diaminopimelate epimerase; Diaminopimelate epimerase,852.2608695652174
OG0000948,ftsY,signal recognition particle-docking protein FtsY; Signal recognition particle receptor FtsY,1238.608695652174
OG0000949,yciB,septation protein A; Intracellular septation protein; intracellular septation protein A,688.5
OG0000950,parB,ParB/RepB/Spo0J family partition protein; Chromosome-partitioning protein ParB,902.1521739130435
OG0000951,parA,ParA family protein; Chromosome partitioning protein ParA,798
OG0000952,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG; Ribosomal RNA small subunit methyltransferase G,647.8695652173913
OG0000953,mnmG,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG; tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,1869
OG0000954,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE; tRNA modification GTPase MnmE,1308.0652173913043
OG0000955,rho,transcription termination factor Rho; Transcription termination factor Rho,1261.2173913043478
OG0000956,dinJ; dinJ_1,type II toxin-antitoxin system RelB/DinJ family antitoxin; Antitoxin DinJ; hypothetical protein,264.32608695652175
OG0000957,,hypothetical protein,451.89130434782606
OG0000958,pgl; nagB,6-phosphogluconolactonase; Glucosamine-6-phosphate deaminase,732.2826086956521
OG0000959,,phage tail protein; hypothetical protein; tail fiber protein,1122.804347826087
OG0000960,,hypothetical protein; alanine-zipper protein,2333.478260869565
OG0000961,,hypothetical protein,2058.391304347826
OG0000962,bepA_3; bepA_4; bepA_2; bepC; bepA_5; bepA_9,BID domain-containing T4SS effector; Protein adenylyltransferase; T4SS effector Fic domain-containing protein BepC,1553.2173913043478
OG0000963,pyrF,orotidine-5'-phosphate decarboxylase; Orotidine 5'-phosphate decarboxylase,846
OG0000964,dsbB_2; dsbB_1; dsbB,disulfide bond formation protein B; Disulfide bond formation protein B,581.7391304347826
OG0000965,,DUF5993 family protein; hypothetical protein,152.8695652173913
OG0000966,polA,DNA polymerase I,2907.133333333333
OG0000967,rlmL,class I SAM-dependent methyltransferase; Ribosomal RNA large subunit methyltransferase K/L,933.0666666666667
OG0000968,,lipopolysaccharide assembly protein LapA domain-containing protein; hypothetical protein; LapA family protein,297.4
OG0000969,rhtB; leuE,LysE family translocator; Homoserine/homoserine lactone efflux protein; hypothetical protein; Leucine efflux protein,640.7333333333333
OG0000970,lysS,lysine--tRNA ligase; Lysine--tRNA ligase,1661.6666666666667
OG0000971,addA,double-strand break repair helicase AddA; ATP-dependent helicase/nuclease subunit A,3474.266666666667
OG0000972,tsaE,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE; hypothetical protein; bifunctional alanine racemase/tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,927.6666666666666
OG0000973,cysZ,sulfate transporter family protein; hypothetical protein; Sulfate transporter CysZ,720.9333333333333
OG0000974,ubiB,2-polyprenylphenol 6-hydroxylase; putative protein kinase UbiB,1587
OG0000975,gyrB; gyrB_1; gyrB_2,DNA topoisomerase (ATP-hydrolyzing) subunit B; DNA gyrase subunit B,2440.133333333333
OG0000976,thpR,"RNA 2',3'-cyclic phosphodiesterase",540
OG0000977,ndvB,"cyclic beta 1-2 glucan synthetase; protein ndvB; Cyclic beta-(1,2)-glucan synthase NdvB",8576.6
OG0000978,ilvD,dihydroxy-acid dehydratase; Dihydroxy-acid dehydratase,1839
OG0000979,mutS,DNA mismatch repair protein MutS,2741.0666666666666
OG0000980,,FxsA family protein; hypothetical protein,517.9333333333333
OG0000981,mutS2,Smr/MutS family protein; Endonuclease MutS2,594.8
OG0000982,resA_1; resA; resA_2; cycY,DsbE family thiol:disulfide interchange protein; Thiol-disulfide oxidoreductase ResA; Thiol:disulfide interchange protein CycY,621.1333333333333
OG0000983,truB,tRNA pseudouridine(55) synthase TruB; tRNA pseudouridine synthase B,961.1333333333333
OG0000984,infB,translation initiation factor IF-2; Translation initiation factor IF-2,2531.4
OG0000985,,RNA-binding protein; hypothetical protein,636
OG0000986,ybeZ,PhoH family protein; PhoH-like protein; hypothetical protein,1129.3333333333333
OG0000987,recR,recombination mediator RecR; Recombination protein RecR,612.8
OG0000988,phoU,phosphate signaling complex protein PhoU; Phosphate-specific transport system accessory protein PhoU,723
OG0000989,sasA_6; sasA_2; sasA_5; sasA_4; pdhS; rcsC_3; rcsC_1; rcsC_2; rcsC_4; sasA_1,PAS domain-containing sensor histidine kinase; Adaptive-response sensory-kinase SasA; ATP-binding protein; HAMP domain-containing histidine kinase; Cell-division control histidine kinase PdhS; Sensor histidine kinase RcsC,1904.1333333333334
OG0000990,pyrD,quinone-dependent dihydroorotate dehydrogenase; Dihydroorotate dehydrogenase (quinone),1087.7333333333333
OG0000991,,AsmA family protein; hypothetical protein,1881.4
OG0000992,,hypothetical protein,145.8
OG0000993,rsfS,ribosome silencing factor; Ribosomal silencing factor RsfS,424.93333333333334
OG0000994,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH; Ribosomal RNA large subunit methyltransferase H,483
OG0000995,,DUF167 family protein; DUF167 domain-containing protein; hypothetical protein,317.06666666666666
OG0000996,ugpQ,"glycerophosphoryl diester phosphodiesterase; hypothetical protein; Glycerophosphodiester phosphodiesterase, cytoplasmic; glycerophosphodiester phosphodiesterase",737.4
OG0000997,mutT; nudG,8-oxo-dGTP diphosphatase MutT; 8-oxo-dGTP diphosphatase; CTP pyrophosphohydrolase,414
OG0000998,,methyltransferase domain-containing protein; hypothetical protein,882.1333333333333
OG0000999,,hypothetical protein,1699.5333333333333
OG0001000,glyS,glycine--tRNA ligase subunit beta; Glycine--tRNA ligase beta subunit,2220.266666666667
OG0001001,sppA; sppA_1,S49 family peptidase; Putative signal peptide peptidase SppA; hypothetical protein,849.0666666666667
OG0001002,,FAD-binding oxidoreductase; putative FAD-linked oxidoreductase,1411.8666666666666
OG0001003,thrB,homoserine kinase; Homoserine kinase,960.1333333333333
OG0001004,,hypothetical protein,866.0222222222222
OG0001005,,insulinase family protein; putative zinc protease,1276.4666666666667
OG0001006,thrC,threonine synthase; Threonine synthase; pyridoxal-phosphate dependent enzyme,1381.3555555555556
OG0001007,rcsC_2; rcsC_1; rcsC_3; rcsC_4,PAS domain-containing sensor histidine kinase; Sensor histidine kinase RcsC; ATP-binding protein,2323.266666666667
OG0001008,thiG,thiazole synthase; Thiazole synthase,772.6666666666666
OG0001009,hemS,hemin-degrading factor; Hemin transport protein HemS; hemin degrading protein,1043.6
OG0001010,smpB,SsrA-binding protein SmpB; SsrA-binding protein,484
OG0001011,ygfZ,folate-binding protein YgfZ; tRNA-modifying protein YgfZ,869.1333333333333
OG0001012,,DUF421 domain-containing protein; hypothetical protein,672.0666666666667
OG0001013,atm1,ABC transporter ATP-binding protein/permease; ATM1-type heavy metal exporter,1884.0666666666666
OG0001014,fabF; fabF_1; fabF_2,beta-ketoacyl-ACP synthase II; 3-oxoacyl-[acyl-carrier-protein] synthase 2,1263.2
OG0001015,lptD,LPS-assembly protein LptD,2365.133333333333
OG0001016,,hypothetical protein,276
OG0001017,trkA,Trk system potassium transporter TrkA; Trk system potassium uptake protein TrkA,1377
OG0001018,trmFO,methylenetetrahydrofolate--tRNA-(uracil(54)- C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO; Methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase TrmFO; FAD-dependent oxidoreductase,1379.4
OG0001019,tuf; tufA; tufA_1; tufA_2,elongation factor Tu; Elongation factor Tu,1129.8666666666666
OG0001020,rplL,50S ribosomal protein L7/L12,372
OG0001021,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,2352.2
OG0001022,,ComEC/Rec2 family competence protein; hypothetical protein; competence protein ComEC family protein,2279.733333333333
OG0001023,nadK,NAD kinase,774
OG0001024,adh; tdh,zinc-binding dehydrogenase; Alcohol dehydrogenase; L-threonine 3-dehydrogenase,1029
OG0001025,fabF_2; fabF_1,beta-ketoacyl-ACP synthase; 3-oxoacyl-[acyl-carrier-protein] synthase 2,1275.0666666666666
OG0001026,,beta-ketoacyl-ACP synthase; hypothetical protein,1176
OG0001027,dme,NADP-dependent malic enzyme; NAD-dependent malic enzyme,2320
OG0001028,hfq,RNA chaperone Hfq; RNA-binding protein Hfq,246.53333333333333
OG0001029,hflX,GTPase HflX,1344.1333333333334
OG0001030,,hypothetical protein; membrane protein,1792.2666666666667
OG0001031,argC,N-acetyl-gamma-glutamyl-phosphate reductase,933.6
OG0001032,nusB,transcription antitermination factor NusB; Transcription antitermination protein NusB,471.26666666666665
OG0001033,yidD,membrane protein insertion efficiency factor YidD; Putative membrane protein insertion efficiency factor,352.3333333333333
OG0001034,,iron-sulfur cluster assembly scaffold protein; hypothetical protein,434.4
OG0001035,,DsbA family protein; thioredoxin domain-containing protein; hypothetical protein,857.7333333333333
OG0001036,cobT; cobU,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase; Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,1006.9333333333333
OG0001037,topA,type I DNA topoisomerase; DNA topoisomerase 1,2575.8
OG0001038,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY; Glycerol-3-phosphate acyltransferase; putative glycerol-3-phosphate acyltransferase,632.7333333333333
OG0001039,livF,ABC transporter ATP-binding protein; High-affinity branched-chain amino acid transport ATP-binding protein LivF,711
OG0001040,ttcA,tRNA 2-thiocytidine(32) synthetase TtcA; tRNA-cytidine(32) 2-sulfurtransferase,880.6666666666666
OG0001041,lexA; lexA_1; lexA_2,transcriptional repressor LexA; LexA repressor,713.2
OG0001042,,DNA polymerase III subunit delta'; hypothetical protein,1051.4
OG0001043,ndhC,NADH-quinone oxidoreductase subunit A; NAD(P)H-quinone oxidoreductase subunit 3,366.1333333333333
OG0001044,nqo5,NADH-quinone oxidoreductase subunit C; NADH-quinone oxidoreductase chain 5,612
OG0001045,sodC; sodC1,superoxide dismutase family protein; Superoxide dismutase [Cu-Zn]; Superoxide dismutase [Cu-Zn] 1; superoxide dismutase [Cu-Zn] SodC,524.8666666666667
OG0001046,,carboxypeptidase regulatory-like domain-containing protein; hypothetical protein; carboxypeptidase-like regulatory domain-containing protein,1005.6
OG0001047,hom,homoserine dehydrogenase; Homoserine dehydrogenase,1314.3333333333333
OG0001048,uvrA,excinuclease ABC subunit UvrA; UvrABC system protein A,2914.2
OG0001049,fusA,elongation factor G; Elongation factor G,2085
OG0001050,,sel1 repeat family protein; hypothetical protein,534.3333333333334
OG0001051,rhlE_1; rhlE_2,DEAD/DEAH box helicase; ATP-dependent RNA helicase RhlE,1430.4666666666667
OG0001052,,hypothetical protein,273
OG0001053,ilvI,acetolactate synthase 3 large subunit; Acetolactate synthase isozyme 3 large subunit,1801.2666666666667
OG0001054,,aminopeptidase P family protein; hypothetical protein,1827
OG0001055,ftsI,"penicillin-binding protein 2; putative peptidoglycan D,D-transpeptidase FtsI",1743.6
OG0001056,,DUF475 domain-containing protein; hypothetical protein,1047.4666666666667
OG0001057,,YcgN family cysteine cluster protein; hypothetical protein,462.26666666666665
OG0001058,argP; hdfR,LysR family transcriptional regulator; HTH-type transcriptional regulator ArgP; HTH-type transcriptional regulator HdfR,906
OG0001059,trkI,TrkH family potassium uptake protein; Trk system potassium uptake protein TrkI,1394.6
OG0001060,uvrB,excinuclease ABC subunit UvrB; UvrABC system protein B,2311.733333333333
OG0001061,,DUF6460 domain-containing protein; hypothetical protein,274.8
OG0001062,,hypothetical protein,807.7333333333333
OG0001063,,rhodanese-related sulfurtransferase; hypothetical protein,934.8666666666667
OG0001064,metQ,MetQ/NlpA family lipoprotein; MetQ/NlpA family ABC transporter substrate-binding protein; D-methionine-binding lipoprotein MetQ,821.1333333333333
OG0001065,metN,methionine ABC transporter ATP-binding protein; ATP-binding cassette domain-containing protein; Methionine import ATP-binding protein MetN,1035.0666666666666
OG0001066,metI; metP,ABC transporter permease; D-methionine transport system permease protein MetI; Methionine import system permease protein MetP,660.2
OG0001067,bioN; ecfT,energy-coupling factor transporter transmembrane protein EcfT; Energy-coupling factor transporter transmembrane protein BioN; Energy-coupling factor transporter transmembrane protein EcfT,636.4666666666667
OG0001068,yclQ,siderophore ABC transporter substrate-binding protein; Petrobactin-binding protein YclQ,942.8666666666667
OG0001069,yclN,iron chelate uptake ABC transporter family permease subunit; Petrobactin import system permease protein YclN,957.1333333333333
OG0001070,yclO,iron chelate uptake ABC transporter family permease subunit; Petrobactin import system permease protein YclO,949.9333333333333
OG0001071,yclP,ATP-binding cassette domain-containing protein; Petrobactin import ATP-binding protein YclP,759
OG0001072,blh,TIGR01244 family sulfur transferase; Beta-lactamase hydrolase-like protein,329.8666666666667
OG0001073,ribF,bifunctional riboflavin kinase/FAD synthetase; Bifunctional riboflavin kinase/FMN adenylyltransferase,1013.2666666666667
OG0001074,nfuA,NifU family protein; Fe/S biogenesis protein NfuA,579.1333333333333
OG0001075,groL; groL_1; groL_2,chaperonin GroEL; 60 kDa chaperonin,1583.1333333333334
OG0001076,ecfG,RNA polymerase sigma factor; ECF RNA polymerase sigma factor EcfG,555
OG0001077,,hypothetical protein,444
OG0001078,,phage tail protein; hypothetical protein,977.4
OG0001079,,hypothetical protein,317.46666666666664
OG0001080,ygfA,5-formyltetrahydrofolate cyclo-ligase; hypothetical protein,560.0666666666667
OG0001081,murA; murA_1; murA_2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1230.2666666666667
OG0001082,,YqaJ viral recombinase family protein; hypothetical protein,737.2
OG0001083,,hypothetical protein,513.2666666666667
OG0001084,dsbB_1; dsbB_2,disulfide bond formation protein B; Disulfide bond formation protein B,571.9333333333333
OG0001085,bmrA; lmrA,ABC transporter transmembrane domain-containing protein; Multidrug resistance ABC transporter ATP-binding/permease protein BmrA; Multidrug resistance ABC transporter ATP-binding and permease protein,1791.3333333333333
OG0001086,opgC,OpgC domain-containing protein; hypothetical protein,1147.0666666666666
OG0001087,,hypothetical protein; cell envelope biogenesis protein TolA; cell envelope integrity/translocation protein TolA,1437.5333333333333
OG0001088,tolB,Tol-Pal system beta propeller repeat protein TolB; Tol-Pal system protein TolB,1325.6666666666667
OG0001089,atpC,"ATP synthase F1 subunit epsilon; ATP synthase epsilon chain; ATP synthase epsilon chain, sodium ion specific",416.8
OG0001090,ftsK,DNA translocase FtsK 4TM domain-containing protein; DNA translocase FtsK; hypothetical protein,2444
OG0001091,dnaJ_2; dnaJ_1; dnaJ_4,J domain-containing protein; DnaJ domain-containing protein; Chaperone protein DnaJ,620.8666666666667
OG0001092,yhhQ,VUT family protein; Queuosine precursor transporter; queuosine precursor transporter,675.4
OG0001093,,DUF1127 domain-containing protein; hypothetical protein,153.33333333333334
OG0001094,cynT,carbonic anhydrase; Carbonic anhydrase 1,655.7333333333333
OG0001095,,mitofilin family membrane protein; hypothetical protein; membrane protein,1285.4
OG0001096,,"murein L,D-transpeptidase; hypothetical protein",749.7333333333333
OG0001097,,saccharopine dehydrogenase family protein; Carboxynorspermidine synthase,1238.8666666666666
OG0001098,mtaB,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB; Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB,1283.6
OG0001099,ptsP,phosphoenolpyruvate--protein phosphotransferase; hypothetical protein,2521.866666666667
OG0001100,entS_2; entS_1,MFS transporter; hypothetical protein; Enterobactin exporter EntS,1100.2
OG0001101,gppA_1; gppA_2; gppA,"Ppx/GppA family phosphatase; Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase; hypothetical protein",1286.6
OG0001102,,DUF459 domain-containing protein; hypothetical protein,1066.0666666666666
OG0001103,rsmC,class I SAM-dependent methyltransferase; Ribosomal RNA small subunit methyltransferase C,1004.8
OG0001104,,aminopeptidase; Aminopeptidase T,1244.6666666666667
OG0001105,,porin; hypothetical protein; porin family protein; outer membrane beta-barrel protein,1565.2666666666667
OG0001106,,hypothetical protein,358.8666666666667
OG0001107,,hypothetical protein,349.1777777777778
OG0001108,,DUF1499 domain-containing protein; hypothetical protein,786
OG0001109,,hypothetical protein,540
OG0001110,,DUF1214 domain-containing protein; hypothetical protein,606.3333333333334
OG0001111,mtgA; pbpF,PBP1A family penicillin-binding protein; Biosynthetic peptidoglycan transglycosylase; penicillin-binding protein 1A; Penicillin-binding protein 1F; penicillin-binding protein,2127.0666666666666
OG0001112,,TIGR02301 family protein; hypothetical protein,401.8666666666667
OG0001113,tatC; tatC2,twin-arginine translocase subunit TatC; Sec-independent protein translocase protein TatC; Sec-independent protein translocase protein TatCy,784.8
OG0001114,pncC,CinA family protein; Nicotinamide-nucleotide amidohydrolase PncC,489
OG0001115,sasA_5; sasA_2; sasA_4; sasA_6; sasA_3; sasA_1,PAS domain-containing sensor histidine kinase; Adaptive-response sensory-kinase SasA,2269.2
OG0001116,,hypothetical protein; membrane protein,294.93333333333334
OG0001117,,hypothetical protein,207
OG0001118,dacC; dacD_1; dacD_2; dacA; dacD,D-alanyl-D-alanine carboxypeptidase; D-alanyl-D-alanine carboxypeptidase DacC; D-alanyl-D-alanine carboxypeptidase DacD; D-alanyl-D-alanine carboxypeptidase DacA,1164
OG0001119,hutH,histidine ammonia-lyase; Histidine ammonia-lyase,1537.9333333333334
OG0001120,lemA,LemA family protein; Protein LemA,636.2666666666667
OG0001121,,YgcG family protein; hypothetical protein; TPM domain-containing protein,863
OG0001122,ybaL,Kef family K(+) transporter; Putative cation/proton antiporter YbaL; cation:proton antiporter,1745.9555555555555
OG0001123,,DUF2853 family protein; hypothetical protein,306
OG0001124,,transglycosylase SLT domain-containing protein; hypothetical protein,510.2
OG0001125,,methyltransferase domain-containing protein; hypothetical protein,921.4
OG0001126,,DUF1508 domain-containing protein; hypothetical protein; YegP family protein,179.6
OG0001127,,helix-turn-helix domain-containing protein; hypothetical protein; helix-turn-helix transcriptional regulator,314.4
OG0001128,,hypothetical protein,184.13333333333333
OG0001129,,TIGR02186 family protein; hypothetical protein,804.3777777777777
OG0001130,,sulfite exporter TauE/SafE family protein; hypothetical protein,925.0666666666667
OG0001131,,alpha/beta hydrolase; hypothetical protein,699.8
OG0001132,ydhC; ydhC_1,multidrug effflux MFS transporter; Inner membrane transport protein YdhC; MFS transporter,1181.5333333333333
OG0001133,lon2; lon_2,LON peptidase substrate-binding domain-containing protein; Lon protease 2; Lon protease,664.8666666666667
OG0001134,,SH3 domain-containing protein; hypothetical protein,638.6
OG0001135,virB2; virB2_1; virB2_2,TrbC/VirB2 family protein; Type IV secretion system protein virB2,315.73333333333335
OG0001136,virB3_2; virB3_1; virB3_3,type IV secretion system protein VirB3; Type IV secretion system protein virB3,310.53333333333336
OG0001137,virB4_2; virB4_1; virB4_3,VirB4 family type IV secretion/conjugal transfer ATPase; Type IV secretion system protein virB4,2365.6
OG0001138,,hypothetical protein; type IV secretion system protein VirB5,494.6
OG0001139,,hypothetical protein,302.93333333333334
OG0001140,virB9; virB9_3; virB9_2; virB9_1,P-type conjugative transfer protein VirB9; Type IV secretion system protein virB9,865.8666666666667
OG0001141,virB10,type IV secretion system protein VirB10; Type IV secretion system protein virB10,1205.2
OG0001142,traG,Ti-type conjugative transfer system protein TraG; hypothetical protein,1918.4666666666667
OG0001143,,universal stress protein; hypothetical protein,491.93333333333334
OG0001144,,hypothetical protein,508.26666666666665
OG0001145,,hypothetical protein,567.2
OG0001146,virB6_1; virB6_2; virB6_3; virB6_5,type IV secretion system protein; Type IV secretion system protein VirB6; hypothetical protein,723.7333333333333
OG0001147,ybgC,tol-pal system-associated acyl-CoA thioesterase; Acyl-CoA thioesterase YbgC,441.4
OG0001148,,hypothetical protein,1268.1333333333334
OG0001149,rimJ; rimJ_1; rimJ_2,ribosomal protein S5-alanine N-acetyltransferase; [Ribosomal protein S5]-alanine N-acetyltransferase; hypothetical protein,506.3333333333333
OG0001150,fsa; tal,fructose-6-phosphate aldolase; Transaldolase,654
OG0001151,acs; acsA,acetate--CoA ligase; Acetyl-coenzyme A synthetase,1942.1333333333334
OG0001152,hvrA,H-NS histone family protein; Trans-acting regulatory protein HvrA,288
OG0001153,,hypothetical protein,295.4
OG0001154,,hypothetical protein; conjugal transfer protein,315.0888888888889
OG0001155,virB3_3; virB3_1; virB3_2; trwM,VirB3 family type IV secretion system protein; Type IV secretion system protein virB3; VirB3 family type IV secretion system protein TrwM,309.6666666666667
OG0001156,virB4_3; virB4_1; virB4_2,VirB4 family type IV secretion/conjugal transfer ATPase; Type IV secretion system protein virB4,2471.733333333333
OG0001157,virB8_1; virB8_3; virB8_2; trwG,type IV secretion system protein; Type IV secretion system protein virB8; type IV secrection system protein TrwG; VirB8/TrbF family protein,677.4666666666667
OG0001158,virB9; virB9_1; virB9_3; virB9_2,P-type conjugative transfer protein VirB9; Type IV secretion system protein virB9,806.9333333333333
OG0001159,virB10; trwE,type IV secretion system protein VirB10; hypothetical protein; type IV secrection system protein TrwE; Type IV secretion system protein virB10,1160.3333333333333
OG0001160,virB11,P-type DNA transfer ATPase VirB11; Type IV secretion system protein VirB11,1062.2666666666667
OG0001161,tyrC,prephenate/arogenate dehydrogenase family protein; Cyclohexadienyl dehydrogenase,933.7333333333333
OG0001162,thiD; thiD_1; thiD_2,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase; Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,858.5333333333333
OG0001163,mliC_2; mliC,MliC family protein; Membrane-bound lysozyme inhibitor of C-type lysozyme; hypothetical protein,393.73333333333335
OG0001164,,BA14K family protein; hypothetical protein; Lectin-like protein BA14k,488.73333333333335
OG0001165,gloB,hydroxyacylglutathione hydrolase; Hydroxyacylglutathione hydrolase GloB,758.4222222222222
OG0001166,aroE,shikimate dehydrogenase; Shikimate dehydrogenase (NADP(+)),881.2
OG0001167,ahcY,adenosylhomocysteinase; Adenosylhomocysteinase,1398
OG0001168,artI; artJ,transporter substrate-binding domain-containing protein; hypothetical protein; Putative ABC transporter arginine-binding protein 2; ABC transporter arginine-binding protein 1,903.0666666666667
OG0001169,ptsH; crh,HPr family phosphocarrier protein; Phosphocarrier protein HPr; hypothetical protein; HPr-like protein Crh,296.8666666666667
OG0001170,manX; levD,PTS sugar transporter subunit IIA; PTS system mannose-specific EIIAB component; PTS system fructose-specific EIIA component,395.6
OG0001171,hprK,HPr kinase/phosphatase C-terminal domain-containing protein; HPr kinase/phosphorylase,465
OG0001172,lysM; kbp,peptidoglycan-binding protein LysM; Potassium binding protein Kbp,453.1333333333333
OG0001173,ibpA_1; ibpA_2,Hsp20 family protein; Small heat shock protein IbpA,429.46666666666664
OG0001174,,YeiH family protein; hypothetical protein; putative sulfate exporter family transporter,1029
OG0001175,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase; Formamidopyrimidine-DNA glycosylase,876
OG0001176,,rRNA pseudouridine synthase; hypothetical protein,1410
OG0001177,,phage late control protein D; hypothetical protein; phage late control protein,1028.1818181818182
OG0001178,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,916.9090909090909
OG0001179,rlmD,class I SAM-dependent RNA methyltransferase; 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD; RNA methyltransferase,1251.4772727272727
OG0001180,ccmH,cytochrome c-type biogenesis protein CcmH; hypothetical protein; Cytochrome c-type biogenesis protein CcmH,417.34090909090907
OG0001181,mazG,nucleoside triphosphate pyrophosphohydrolase; Nucleoside triphosphate pyrophosphohydrolase,818.5909090909091
OG0001182,lpxM; lpxL,lipid A biosynthesis lauroyl acyltransferase; Lipid A biosynthesis myristoyltransferase; Lipid A biosynthesis lauroyltransferase,930.2045454545455
OG0001183,,DUF192 domain-containing protein; hypothetical protein,519.4090909090909
OG0001184,tgt,tRNA guanosine(34) transglycosylase Tgt; Queuine tRNA-ribosyltransferase,1124.3863636363637
OG0001185,glnB,P-II family nitrogen regulator; hypothetical protein; Nitrogen regulatory protein P-II,301.90909090909093
OG0001186,,hypothetical protein,531.0681818181819
OG0001187,ilvA,threonine ammonia-lyase IlvA; L-threonine dehydratase biosynthetic IlvA,1277.4545454545455
OG0001188,sasA_1; sasA_3; sasA_5; rcsC_3; rcsC_2; rcsC_4; rcsC_1; sasA_6,ATP-binding protein; Adaptive-response sensory-kinase SasA; Sensor histidine kinase RcsC,1341
OG0001189,,tetratricopeptide repeat protein; hypothetical protein,783.4772727272727
OG0001190,tolR,biopolymer transporter ExbD; Tol-Pal system protein TolR,584.5227272727273
OG0001191,rpmF,50S ribosomal protein L32; hypothetical protein,182.1818181818182
OG0001192,,hypothetical protein,412.70454545454544
OG0001193,zwf,glucose-6-phosphate dehydrogenase; Glucose-6-phosphate 1-dehydrogenase,1475.7272727272727
OG0001194,,ATP-binding protein; hypothetical protein,1523.25
OG0001195,bafA,BafA family autotransporter; hypothetical protein; putative autotransporter,2564.931818181818
OG0001196,tatB,hypothetical protein; Sec-independent protein translocase protein TatB; preprotein translocase; twin-arginine translocase TatA/TatE family subunit,434.52272727272725
OG0001197,,alpha/beta hydrolase; hypothetical protein,918.1363636363636
OG0001198,glpD; eryB,glycerol-3-phosphate dehydrogenase; D-erythritol 1-phosphate dehydrogenase,1521.75
OG0001199,decR,Lrp/AsnC family transcriptional regulator; DNA-binding transcriptional activator DecR,490.09090909090907
OG0001200,menB,"enoyl-CoA hydratase/isomerase family protein; 1,4-dihydroxy-2-naphthoyl-CoA synthase",1027.9772727272727
OG0001201,mdtL,MFS transporter; putative multidrug-efflux transporter; Multidrug resistance protein MdtL,1427.590909090909
OG0001202,,hypothetical protein,340.77272727272725
OG0001203,btuD_2; btuD_1; btuD_3,ATP-binding cassette domain-containing protein; Vitamin B12 import ATP-binding protein BtuD; hypothetical protein,789.6818181818181
OG0001204,,hypothetical protein,375.20454545454544
OG0001205,,ribbon-helix-helix domain-containing protein; hypothetical protein,252.4090909090909
OG0001206,,hypothetical protein,383.9318181818182
OG0001207,,hypothetical protein,537.2045454545455
OG0001208,,hypothetical protein,246
